Index,Dataset,Isoclass,Cell 1,Cell 2,Cell 3,Class 1,Class 2,Class 3,Spatial Domain 1,Spatial Domain 2,Spatial Domain 3,Brainmap Layer 1,Brainmap Layer 2,Brainmap Layer 3,Anatomical Class 1,Anatomical Class 2,Anatomical Class 3
1441,Synapse 4,4,RIMR,SMBVL,SAADL,RIM,SMBV,SAAD,Lateral,Sublateral,Lateral,3,3,3,IN1,SMN,IN2
1442,Synapse 4,4,OLLR,SMBVL,SAADL,OLL,SMBV,SAAD,Anterior,Sublateral,Lateral,1,3,3,SN1,SMN,IN2
1443,Synapse 4,4,SIADL,AUAL,RIAL,SIAD,AUA,RIA,Sublateral,Taxis,Anterior,3,3,3,SMN,IN3,IN2
1444,Synapse 4,4,RIR,SIADL,RIAL,RIR,SIAD,RIA,Unclassified,Sublateral,Anterior,3,3,3,IN4,SMN,IN2
1445,Synapse 4,4,SIADL,AIYL,RIAL,SIAD,AIY,RIA,Sublateral,Taxis,Anterior,3,2,3,SMN,IN3,IN2
1446,Synapse 4,4,SIADL,RIBL,RIAL,SIAD,RIB,RIA,Sublateral,Taxis,Anterior,3,3,3,SMN,IN2,IN2
1447,Synapse 4,4,RIH,SIADL,RIAL,RIH,SIAD,RIA,Anterior,Sublateral,Anterior,3,3,3,IN4,SMN,IN2
1448,Synapse 4,4,URXL,SIADL,RIAL,URX,SIAD,RIA,Unclassified,Sublateral,Anterior,1,3,3,SN4,SMN,IN2
1449,Synapse 4,4,BAGR,SIADL,RIAL,BAG,SIAD,RIA,Taxis,Sublateral,Anterior,1,3,3,SN4,SMN,IN2
1450,Synapse 4,4,AQR,SIADL,RIAL,AQR,SIAD,RIA,Avoidance,Sublateral,Anterior,1,3,3,SN4,SMN,IN2
1451,Synapse 4,4,AUAL,RMDDR,RIAL,AUA,RMDD,RIA,Taxis,Anterior,Anterior,3,3,3,IN3,HMN,IN2
1452,Synapse 4,4,RIR,RMDDR,RIAL,RIR,RMDD,RIA,Unclassified,Anterior,Anterior,3,3,3,IN4,HMN,IN2
1453,Synapse 4,4,AIYL,RMDDR,RIAL,AIY,RMDD,RIA,Taxis,Anterior,Anterior,2,3,3,IN3,HMN,IN2
1454,Synapse 4,4,RMDDR,RIBL,RIAL,RMDD,RIB,RIA,Anterior,Taxis,Anterior,3,3,3,HMN,IN2,IN2
1455,Synapse 4,4,RIH,RMDDR,RIAL,RIH,RMDD,RIA,Anterior,Anterior,Anterior,3,3,3,IN4,HMN,IN2
1456,Synapse 4,4,URXL,RMDDR,RIAL,URX,RMDD,RIA,Unclassified,Anterior,Anterior,1,3,3,SN4,HMN,IN2
1457,Synapse 4,4,BAGR,RMDDR,RIAL,BAG,RMDD,RIA,Taxis,Anterior,Anterior,1,3,3,SN4,HMN,IN2
1458,Synapse 4,4,AQR,RMDDR,RIAL,AQR,RMDD,RIA,Avoidance,Anterior,Anterior,1,3,3,SN4,HMN,IN2
1459,Synapse 4,4,AUAL,RMDVR,RIAL,AUA,RMDV,RIA,Taxis,Anterior,Anterior,3,3,3,IN3,HMN,IN2
1460,Synapse 4,4,RIR,RMDVR,RIAL,RIR,RMDV,RIA,Unclassified,Anterior,Anterior,3,3,3,IN4,HMN,IN2
1461,Synapse 4,4,AIYL,RMDVR,RIAL,AIY,RMDV,RIA,Taxis,Anterior,Anterior,2,3,3,IN3,HMN,IN2
1462,Synapse 4,4,RIBL,RMDVR,RIAL,RIB,RMDV,RIA,Taxis,Anterior,Anterior,3,3,3,IN2,HMN,IN2
1463,Synapse 4,4,RIH,RMDVR,RIAL,RIH,RMDV,RIA,Anterior,Anterior,Anterior,3,3,3,IN4,HMN,IN2
1464,Synapse 4,4,URXL,RMDVR,RIAL,URX,RMDV,RIA,Unclassified,Anterior,Anterior,1,3,3,SN4,HMN,IN2
1465,Synapse 4,4,BAGR,RMDVR,RIAL,BAG,RMDV,RIA,Taxis,Anterior,Anterior,1,3,3,SN4,HMN,IN2
1466,Synapse 4,4,AQR,RMDVR,RIAL,AQR,RMDV,RIA,Avoidance,Anterior,Anterior,1,3,3,SN4,HMN,IN2
1467,Synapse 4,4,AUAL,RIAL,RMDDL,AUA,RIA,RMDD,Taxis,Anterior,Anterior,3,3,3,IN3,IN2,HMN
1468,Synapse 4,4,RIR,RIAL,RMDDL,RIR,RIA,RMDD,Unclassified,Anterior,Anterior,3,3,3,IN4,IN2,HMN
1469,Synapse 4,4,AIYL,RIAL,RMDDL,AIY,RIA,RMDD,Taxis,Anterior,Anterior,2,3,3,IN3,IN2,HMN
1470,Synapse 4,4,RIBL,RIAL,RMDDL,RIB,RIA,RMDD,Taxis,Anterior,Anterior,3,3,3,IN2,IN2,HMN
1471,Synapse 4,4,RIH,RIAL,RMDDL,RIH,RIA,RMDD,Anterior,Anterior,Anterior,3,3,3,IN4,IN2,HMN
1472,Synapse 4,4,URXL,RIAL,RMDDL,URX,RIA,RMDD,Unclassified,Anterior,Anterior,1,3,3,SN4,IN2,HMN
1473,Synapse 4,4,BAGR,RIAL,RMDDL,BAG,RIA,RMDD,Taxis,Anterior,Anterior,1,3,3,SN4,IN2,HMN
1474,Synapse 4,4,AQR,RIAL,RMDDL,AQR,RIA,RMDD,Avoidance,Anterior,Anterior,1,3,3,SN4,IN2,HMN
1475,Synapse 4,4,AUAL,RIAL,RMDVL,AUA,RIA,RMDV,Taxis,Anterior,Anterior,3,3,3,IN3,IN2,HMN
1476,Synapse 4,4,RIR,RIAL,RMDVL,RIR,RIA,RMDV,Unclassified,Anterior,Anterior,3,3,3,IN4,IN2,HMN
1477,Synapse 4,4,AIYL,RIAL,RMDVL,AIY,RIA,RMDV,Taxis,Anterior,Anterior,2,3,3,IN3,IN2,HMN
1478,Synapse 4,4,RIBL,RIAL,RMDVL,RIB,RIA,RMDV,Taxis,Anterior,Anterior,3,3,3,IN2,IN2,HMN
1479,Synapse 4,4,RIH,RIAL,RMDVL,RIH,RIA,RMDV,Anterior,Anterior,Anterior,3,3,3,IN4,IN2,HMN
1480,Synapse 4,4,URXL,RIAL,RMDVL,URX,RIA,RMDV,Unclassified,Anterior,Anterior,1,3,3,SN4,IN2,HMN
1481,Synapse 4,4,BAGR,RIAL,RMDVL,BAG,RIA,RMDV,Taxis,Anterior,Anterior,1,3,3,SN4,IN2,HMN
1482,Synapse 4,4,AQR,RIAL,RMDVL,AQR,RIA,RMDV,Avoidance,Anterior,Anterior,1,3,3,SN4,IN2,HMN
1483,Synapse 4,4,URXL,URBL,RIAL,URX,URB,RIA,Unclassified,Sublateral,Anterior,1,3,3,SN4,IN4,IN2
1484,Synapse 4,4,AINR,RIBL,RIAL,AIN,RIB,RIA,Taxis,Taxis,Anterior,2,3,3,IN1,IN2,IN2
1485,Synapse 4,4,DVC,RIBL,RIAL,DVC,RIB,RIA,Lateral,Taxis,Anterior,3,3,3,IN2,IN2,IN2
1486,Synapse 4,4,URYVL,RIBL,RIAL,URYV,RIB,RIA,Anterior,Taxis,Anterior,1,3,3,SN1,IN2,IN2
1487,Synapse 4,4,AWBL,AIYL,RIAL,AWB,AIY,RIA,Taxis,Taxis,Anterior,1,2,3,SN6,IN3,IN2
1488,Synapse 4,4,AWCL,AIYL,RIAL,AWC,AIY,RIA,Taxis,Taxis,Anterior,1,2,3,SN6,IN3,IN2
1489,Synapse 4,4,ASEL,AIYL,RIAL,ASE,AIY,RIA,Taxis,Taxis,Anterior,1,2,3,SN6,IN3,IN2
1490,Synapse 4,4,AWAL,AIYL,RIAL,AWA,AIY,RIA,Taxis,Taxis,Anterior,1,2,3,SN6,IN3,IN2
1491,Synapse 4,4,AVHL,RIR,RIAL,AVH,RIR,RIA,Avoidance,Unclassified,Anterior,3,3,3,IN1,IN4,IN2
1492,Synapse 4,4,AINR,AUAL,RIAL,AIN,AUA,RIA,Taxis,Taxis,Anterior,2,3,3,IN1,IN3,IN2
1493,Synapse 4,4,DVA,AUAL,RIAL,DVA,AUA,RIA,Sublateral,Taxis,Anterior,3,3,3,IN1,IN3,IN2
1494,Synapse 4,4,URXL,URBL,AUAL,URX,URB,AUA,Unclassified,Sublateral,Taxis,1,3,3,SN4,IN4,IN3
1495,Synapse 4,4,ALNR,SAAVR,SMBDL,ALN,SAAV,SMBD,Unclassified,Lateral,Sublateral,2,3,3,IN1,IN2,SMN
1496,Synapse 4,4,ALNR,RMED,SMBDL,ALN,RMED,SMBD,Unclassified,Anterior,Sublateral,2,3,3,IN1,HMN,SMN
1497,Synapse 4,4,RMED,SMBDL,RICL,RMED,SMBD,RIC,Anterior,Sublateral,Sublateral,3,3,3,HMN,SMN,IN2
1498,Synapse 4,4,RMED,SMBDL,SMDDL,RMED,SMBD,SMDD,Anterior,Sublateral,Lateral,3,3,3,HMN,SMN,SMN
1499,Synapse 4,4,SAAVR,SMBDL,RICL,SAAV,SMBD,RIC,Lateral,Sublateral,Sublateral,3,3,3,IN2,SMN,IN2
1500,Synapse 4,4,SAAVR,SMBDL,SMDDL,SAAV,SMBD,SMDD,Lateral,Sublateral,Lateral,3,3,3,IN2,SMN,SMN
1501,Synapse 4,4,CEPVL,SMBDL,RICL,CEPV,SMBD,RIC,Anterior,Sublateral,Sublateral,1,3,3,SN1,SMN,IN2
1502,Synapse 4,4,CEPDL,SMBDL,RICL,CEPD,SMBD,RIC,Sublateral,Sublateral,Sublateral,1,3,3,SN1,SMN,IN2
1503,Synapse 4,4,URXL,SMBDL,RICL,URX,SMBD,RIC,Unclassified,Sublateral,Sublateral,1,3,3,SN4,SMN,IN2
1504,Synapse 4,4,CEPDR,SMBDL,RICL,CEPD,SMBD,RIC,Sublateral,Sublateral,Sublateral,1,3,3,SN1,SMN,IN2
1505,Synapse 4,4,CEPVR,SMBDL,RICL,CEPV,SMBD,RIC,Anterior,Sublateral,Sublateral,1,3,3,SN1,SMN,IN2
1506,Synapse 4,4,OLQVL,SMBDL,RICL,OLQV,SMBD,RIC,Anterior,Sublateral,Sublateral,1,3,3,SN1,SMN,IN2
1507,Synapse 4,4,OLQDR,SMBDL,RICL,OLQD,SMBD,RIC,Anterior,Sublateral,Sublateral,1,3,3,SN1,SMN,IN2
1508,Synapse 4,4,URBR,SMBDL,RICL,URB,SMBD,RIC,Sublateral,Sublateral,Sublateral,3,3,3,IN2,SMN,IN2
1509,Synapse 4,4,AWBL,AIYL,RIBL,AWB,AIY,RIB,Taxis,Taxis,Taxis,1,2,3,SN6,IN3,IN2
1510,Synapse 4,4,ADLL,ASEL,AIYL,ADL,ASE,AIY,Taxis,Taxis,Taxis,1,1,2,SN5,SN6,IN3
1511,Synapse 4,4,ADLL,RIFL,AIAL,ADL,RIF,AIA,Taxis,Avoidance,Taxis,1,3,2,SN5,IN3,IN3
1512,Synapse 4,4,ADLL,SMDDR,AIBL,ADL,SMDD,AIB,Taxis,Lateral,Taxis,1,3,3,SN5,SMN,IN2
1513,Synapse 4,4,ADLL,SMDVR,AIBL,ADL,SMDV,AIB,Taxis,Lateral,Taxis,1,3,3,SN5,SMN,IN2
1514,Synapse 4,4,ADLL,SAADL,AIBL,ADL,SAAD,AIB,Taxis,Lateral,Taxis,1,3,3,SN5,IN2,IN2
1515,Synapse 4,4,ADLL,AWCL,AIYL,ADL,AWC,AIY,Taxis,Taxis,Taxis,1,1,2,SN5,SN6,IN3
1516,Synapse 4,4,ADLL,AWCL,AIAR,ADL,AWC,AIA,Taxis,Taxis,Taxis,1,1,2,SN5,SN6,IN3
1517,Synapse 4,4,ALML,PVCL,AVDR,ALM,PVC,AVD,Avoidance,Avoidance,Avoidance,1,3,3,SN3,IN1,IN2
1518,Synapse 4,4,AQR,PVCL,AVDR,AQR,PVC,AVD,Avoidance,Avoidance,Avoidance,1,3,3,SN4,IN1,IN2
1519,Synapse 4,4,PVPL,PVCL,AVDR,PVP,PVC,AVD,Avoidance,Avoidance,Avoidance,3,3,3,IN3,IN1,IN2
1520,Synapse 4,4,AVM,PVCL,AVDR,AVM,PVC,AVD,Avoidance,Avoidance,Avoidance,1,3,3,SN3,IN1,IN2
1521,Synapse 4,4,AWCL,ASIR,AIBL,AWC,ASI,AIB,Taxis,Taxis,Taxis,1,1,3,SN6,SN6,IN2
1522,Synapse 4,4,AWCL,ASIR,AIYL,AWC,ASI,AIY,Taxis,Taxis,Taxis,1,1,2,SN6,SN6,IN3
1523,Synapse 4,4,AWCL,ASIR,AIAR,AWC,ASI,AIA,Taxis,Taxis,Taxis,1,1,2,SN6,SN6,IN3
1524,Synapse 4,4,AWCL,AIYL,RIBL,AWC,AIY,RIB,Taxis,Taxis,Taxis,1,2,3,SN6,IN3,IN2
1525,Synapse 4,4,AWCL,SMDDR,AIBL,AWC,SMDD,AIB,Taxis,Lateral,Taxis,1,3,3,SN6,SMN,IN2
1526,Synapse 4,4,AWCL,SMDVR,AIBL,AWC,SMDV,AIB,Taxis,Lateral,Taxis,1,3,3,SN6,SMN,IN2
1527,Synapse 4,4,AWCL,SAADL,AIBL,AWC,SAAD,AIB,Taxis,Lateral,Taxis,1,3,3,SN6,IN2,IN2
1528,Synapse 4,4,AIZR,SMDDR,AIBL,AIZ,SMDD,AIB,Taxis,Lateral,Taxis,3,3,3,IN3,SMN,IN2
1529,Synapse 4,4,AIZR,SMDVR,AIBL,AIZ,SMDV,AIB,Taxis,Lateral,Taxis,3,3,3,IN3,SMN,IN2
1530,Synapse 4,4,AIZR,SAADL,AIBL,AIZ,SAAD,AIB,Taxis,Lateral,Taxis,3,3,3,IN3,IN2,IN2
1531,Synapse 4,4,DVC,SMDDR,AIBL,DVC,SMDD,AIB,Lateral,Lateral,Taxis,3,3,3,IN2,SMN,IN2
1532,Synapse 4,4,DVC,SMDVR,AIBL,DVC,SMDV,AIB,Lateral,Lateral,Taxis,3,3,3,IN2,SMN,IN2
1533,Synapse 4,4,DVC,SAADL,AIBL,DVC,SAAD,AIB,Lateral,Lateral,Taxis,3,3,3,IN2,IN2,IN2
1534,Synapse 4,4,ADAR,SMDDR,AIBL,ADA,SMDD,AIB,Avoidance,Lateral,Taxis,3,3,3,IN3,SMN,IN2
1535,Synapse 4,4,ADAR,SMDVR,AIBL,ADA,SMDV,AIB,Avoidance,Lateral,Taxis,3,3,3,IN3,SMN,IN2
1536,Synapse 4,4,ADAR,SAADL,AIBL,ADA,SAAD,AIB,Avoidance,Lateral,Taxis,3,3,3,IN3,IN2,IN2
1537,Synapse 4,4,SAADL,AIAL,AIBL,SAAD,AIA,AIB,Lateral,Taxis,Taxis,3,2,3,IN2,IN3,IN2
1538,Synapse 4,4,ASEL,SAADL,AIBL,ASE,SAAD,AIB,Taxis,Lateral,Taxis,1,3,3,SN6,IN2,IN2
1539,Synapse 4,4,ASKL,SAADL,AIBL,ASK,SAAD,AIB,Taxis,Lateral,Taxis,1,3,3,SN6,IN2,IN2
1540,Synapse 4,4,AWCR,SAADL,AIBL,AWC,SAAD,AIB,Taxis,Lateral,Taxis,1,3,3,SN6,IN2,IN2
1541,Synapse 4,4,ASIL,SAADL,AIBL,ASI,SAAD,AIB,Taxis,Lateral,Taxis,1,3,3,SN6,IN2,IN2
1542,Synapse 4,4,ASGL,SAADL,AIBL,ASG,SAAD,AIB,Taxis,Lateral,Taxis,1,3,3,SN6,IN2,IN2
1543,Synapse 4,4,OLLR,SAADL,AIBL,OLL,SAAD,AIB,Anterior,Lateral,Taxis,1,3,3,SN1,IN2,IN2
1544,Synapse 4,4,SMDVR,AIAL,AIBL,SMDV,AIA,AIB,Lateral,Taxis,Taxis,3,2,3,SMN,IN3,IN2
1545,Synapse 4,4,ASEL,SMDVR,AIBL,ASE,SMDV,AIB,Taxis,Lateral,Taxis,1,3,3,SN6,SMN,IN2
1546,Synapse 4,4,ASKL,SMDVR,AIBL,ASK,SMDV,AIB,Taxis,Lateral,Taxis,1,3,3,SN6,SMN,IN2
1547,Synapse 4,4,AWCR,SMDVR,AIBL,AWC,SMDV,AIB,Taxis,Lateral,Taxis,1,3,3,SN6,SMN,IN2
1548,Synapse 4,4,ASIL,SMDVR,AIBL,ASI,SMDV,AIB,Taxis,Lateral,Taxis,1,3,3,SN6,SMN,IN2
1549,Synapse 4,4,ASGL,SMDVR,AIBL,ASG,SMDV,AIB,Taxis,Lateral,Taxis,1,3,3,SN6,SMN,IN2
1550,Synapse 4,4,SMDDR,AIAL,AIBL,SMDD,AIA,AIB,Lateral,Taxis,Taxis,3,2,3,SMN,IN3,IN2
1551,Synapse 4,4,ASEL,SMDDR,AIBL,ASE,SMDD,AIB,Taxis,Lateral,Taxis,1,3,3,SN6,SMN,IN2
1552,Synapse 4,4,ASKL,SMDDR,AIBL,ASK,SMDD,AIB,Taxis,Lateral,Taxis,1,3,3,SN6,SMN,IN2
1553,Synapse 4,4,AWCR,SMDDR,AIBL,AWC,SMDD,AIB,Taxis,Lateral,Taxis,1,3,3,SN6,SMN,IN2
1554,Synapse 4,4,ASIL,SMDDR,AIBL,ASI,SMDD,AIB,Taxis,Lateral,Taxis,1,3,3,SN6,SMN,IN2
1555,Synapse 4,4,ASGL,SMDDR,AIBL,ASG,SMDD,AIB,Taxis,Lateral,Taxis,1,3,3,SN6,SMN,IN2
1556,Synapse 4,4,AIML,ASGL,AIBL,AIM,ASG,AIB,Taxis,Taxis,Taxis,2,1,3,IN4,SN6,IN2
1557,Synapse 4,4,PVQL,ASKL,AIBL,PVQ,ASK,AIB,Taxis,Taxis,Taxis,2,1,3,IN3,SN6,IN2
1558,Synapse 4,4,ASJL,ASKL,AIBL,ASJ,ASK,AIB,Taxis,Taxis,Taxis,1,1,3,SN6,SN6,IN2
1559,Synapse 4,4,AIML,AIAL,AIBL,AIM,AIA,AIB,Taxis,Taxis,Taxis,2,2,3,IN4,IN3,IN2
1560,Synapse 4,4,PVQL,AIAL,AIBL,PVQ,AIA,AIB,Taxis,Taxis,Taxis,2,2,3,IN3,IN3,IN2
1561,Synapse 4,4,RIFL,ASGL,AIAL,RIF,ASG,AIA,Avoidance,Taxis,Taxis,3,1,2,IN3,SN6,IN3
1562,Synapse 4,4,RIFL,PVQL,AIAL,RIF,PVQ,AIA,Avoidance,Taxis,Taxis,3,2,2,IN3,IN3,IN3
1563,Synapse 4,4,PVQL,ASJL,AIAL,PVQ,ASJ,AIA,Taxis,Taxis,Taxis,2,1,2,IN3,SN6,IN3
1564,Synapse 4,4,ASIL,RIFL,AIAL,ASI,RIF,AIA,Taxis,Avoidance,Taxis,1,3,2,SN6,IN3,IN3
1565,Synapse 4,4,AIML,RIFL,AIAL,AIM,RIF,AIA,Taxis,Avoidance,Taxis,2,3,2,IN4,IN3,IN3
1566,Synapse 4,4,RIFL,AWCR,AIAL,RIF,AWC,AIA,Avoidance,Taxis,Taxis,3,1,2,IN3,SN6,IN3
1567,Synapse 4,4,RIFL,ASKL,AIAL,RIF,ASK,AIA,Avoidance,Taxis,Taxis,3,1,2,IN3,SN6,IN3
1568,Synapse 4,4,ASJL,ASKL,AIAL,ASJ,ASK,AIA,Taxis,Taxis,Taxis,1,1,2,SN6,SN6,IN3
1569,Synapse 4,4,ASEL,AIYL,RIBL,ASE,AIY,RIB,Taxis,Taxis,Taxis,1,2,3,SN6,IN3,IN2
1570,Synapse 4,4,AWAL,AIYL,RIBL,AWA,AIY,RIB,Taxis,Taxis,Taxis,1,2,3,SN6,IN3,IN2
1571,Synapse 4,4,AIYL,RIBL,SMDVR,AIY,RIB,SMDV,Taxis,Taxis,Lateral,2,3,3,IN3,IN2,SMN
1572,Synapse 4,4,AIYL,RIBL,AVER,AIY,RIB,AVE,Taxis,Taxis,Anterior,2,3,3,IN3,IN2,IN1
1573,Synapse 4,4,AINR,RIBL,SMDVR,AIN,RIB,SMDV,Taxis,Taxis,Lateral,2,3,3,IN1,IN2,SMN
1574,Synapse 4,4,AINR,RIBL,AVER,AIN,RIB,AVE,Taxis,Taxis,Anterior,2,3,3,IN1,IN2,IN1
1575,Synapse 4,4,AIML,ASJL,PVQL,AIM,ASJ,PVQ,Taxis,Taxis,Taxis,2,1,2,IN4,SN6,IN3
1576,Synapse 4,4,AINL,RIBR,SMDVL,AIN,RIB,SMDV,Taxis,Taxis,Lateral,2,3,3,IN4,IN2,SMN
1577,Synapse 4,4,CEPDL,URYDL,SMDDR,CEPD,URYD,SMDD,Sublateral,Anterior,Lateral,1,1,3,SN1,SN1,SMN
1578,Synapse 4,4,CEPVL,RICL,SMDDR,CEPV,RIC,SMDD,Anterior,Sublateral,Lateral,1,3,3,SN1,IN2,SMN
1579,Synapse 4,4,CEPDL,RICL,SMDDR,CEPD,RIC,SMDD,Sublateral,Sublateral,Lateral,1,3,3,SN1,IN2,SMN
1580,Synapse 4,4,URXL,RICL,SMDDR,URX,RIC,SMDD,Unclassified,Sublateral,Lateral,1,3,3,SN4,IN2,SMN
1581,Synapse 4,4,CEPDR,RICL,SMDDR,CEPD,RIC,SMDD,Sublateral,Sublateral,Lateral,1,3,3,SN1,IN2,SMN
1582,Synapse 4,4,CEPVR,RICL,SMDDR,CEPV,RIC,SMDD,Anterior,Sublateral,Lateral,1,3,3,SN1,IN2,SMN
1583,Synapse 4,4,OLQVL,RICL,SMDDR,OLQV,RIC,SMDD,Anterior,Sublateral,Lateral,1,3,3,SN1,IN2,SMN
1584,Synapse 4,4,OLQDR,RICL,SMDDR,OLQD,RIC,SMDD,Anterior,Sublateral,Lateral,1,3,3,SN1,IN2,SMN
1585,Synapse 4,4,URBR,RICL,SMDDR,URB,RIC,SMDD,Sublateral,Sublateral,Lateral,3,3,3,IN2,IN2,SMN
1586,Synapse 4,4,ALNL,SAAVL,SMDDR,ALN,SAAV,SMDD,Unclassified,Lateral,Lateral,2,3,3,IN1,IN2,SMN
1587,Synapse 4,4,SAAVL,SMBDR,SMDDR,SAAV,SMBD,SMDD,Lateral,Sublateral,Lateral,3,3,3,IN2,SMN,SMN
1588,Synapse 4,4,CEPVL,RICL,SMDVR,CEPV,RIC,SMDV,Anterior,Sublateral,Lateral,1,3,3,SN1,IN2,SMN
1589,Synapse 4,4,CEPDL,RICL,SMDVR,CEPD,RIC,SMDV,Sublateral,Sublateral,Lateral,1,3,3,SN1,IN2,SMN
1590,Synapse 4,4,URXL,RICL,SMDVR,URX,RIC,SMDV,Unclassified,Sublateral,Lateral,1,3,3,SN4,IN2,SMN
1591,Synapse 4,4,CEPDR,RICL,SMDVR,CEPD,RIC,SMDV,Sublateral,Sublateral,Lateral,1,3,3,SN1,IN2,SMN
1592,Synapse 4,4,CEPVR,RICL,SMDVR,CEPV,RIC,SMDV,Anterior,Sublateral,Lateral,1,3,3,SN1,IN2,SMN
1593,Synapse 4,4,OLQVL,RICL,SMDVR,OLQV,RIC,SMDV,Anterior,Sublateral,Lateral,1,3,3,SN1,IN2,SMN
1594,Synapse 4,4,OLQDR,RICL,SMDVR,OLQD,RIC,SMDV,Anterior,Sublateral,Lateral,1,3,3,SN1,IN2,SMN
1595,Synapse 4,4,URBR,RICL,SMDVR,URB,RIC,SMDV,Sublateral,Sublateral,Lateral,3,3,3,IN2,IN2,SMN
1596,Synapse 4,4,DVC,RIBL,SMDVR,DVC,RIB,SMDV,Lateral,Taxis,Lateral,3,3,3,IN2,IN2,SMN
1597,Synapse 4,4,RIH,RIBL,SMDVR,RIH,RIB,SMDV,Anterior,Taxis,Lateral,3,3,3,IN4,IN2,SMN
1598,Synapse 4,4,RIMR,AVKR,SAADL,RIM,AVK,SAAD,Lateral,Lateral,Lateral,3,3,3,IN1,IN2,IN2
1599,Synapse 4,4,OLLR,AVKR,SAADL,OLL,AVK,SAAD,Anterior,Lateral,Lateral,1,3,3,SN1,IN2,IN2
1600,Synapse 4,4,RMFL,AVKR,SAADL,RMF,AVK,SAAD,Lateral,Lateral,Lateral,3,3,3,IN1,IN2,IN2
1601,Synapse 4,4,RIVR,RIMR,SAADL,RIV,RIM,SAAD,Lateral,Lateral,Lateral,3,3,3,HMN,IN1,IN2
1602,Synapse 4,4,RIVR,OLLR,SAADL,RIV,OLL,SAAD,Lateral,Anterior,Lateral,3,1,3,HMN,SN1,IN2
1603,Synapse 4,4,PLNL,RIMR,SAADL,PLN,RIM,SAAD,,Lateral,Lateral,,3,3,,IN1,IN2
1604,Synapse 4,4,OLLR,PLNL,SAADL,OLL,PLN,SAAD,Anterior,,Lateral,1,,3,SN1,,IN2
1605,Synapse 4,4,OLLR,SAADL,SMDDL,OLL,SAAD,SMDD,Anterior,Lateral,Lateral,1,3,3,SN1,IN2,SMN
1606,Synapse 4,4,OLLR,SAADL,SMDVL,OLL,SAAD,SMDV,Anterior,Lateral,Lateral,1,3,3,SN1,IN2,SMN
1607,Synapse 4,4,RIMR,SAADL,SMDDL,RIM,SAAD,SMDD,Lateral,Lateral,Lateral,3,3,3,IN1,IN2,SMN
1608,Synapse 4,4,RIMR,AVKL,SMDDL,RIM,AVK,SMDD,Lateral,Lateral,Lateral,3,3,3,IN1,IN2,SMN
1609,Synapse 4,4,RIS,RIMR,AVKL,RIS,RIM,AVK,Lateral,Lateral,Lateral,3,3,3,IN3,IN1,IN2
1610,Synapse 4,4,RMFR,RIMR,AVKL,RMF,RIM,AVK,Lateral,Lateral,Lateral,3,3,3,IN1,IN1,IN2
1611,Synapse 4,4,PVT,RIMR,AVKL,PVT,RIM,AVK,Lateral,Lateral,Lateral,2,3,3,IN2,IN1,IN2
1612,Synapse 4,4,RIMR,RMFL,AVKL,RIM,RMF,AVK,Lateral,Lateral,Lateral,3,3,3,IN1,IN1,IN2
1613,Synapse 4,4,ADAR,PVCR,AVJL,ADA,PVC,AVJ,Avoidance,Avoidance,Avoidance,3,3,2,IN3,IN1,IN2
1614,Synapse 4,4,DVC,RMFL,AVKL,DVC,RMF,AVK,Lateral,Lateral,Lateral,3,3,3,IN2,IN1,IN2
1615,Synapse 4,4,DVC,RMFL,RMDR,DVC,RMF,RMD,Lateral,Lateral,Unclassified,3,3,3,IN2,IN1,HMN
1616,Synapse 4,4,DVC,RMFL,AVKR,DVC,RMF,AVK,Lateral,Lateral,Lateral,3,3,3,IN2,IN1,IN2
1617,Synapse 4,4,DVC,RIBL,AVER,DVC,RIB,AVE,Lateral,Taxis,Anterior,3,3,3,IN2,IN2,IN1
1618,Synapse 4,4,AINL,BAGL,AVER,AIN,BAG,AVE,Taxis,Taxis,Anterior,2,1,3,IN4,SN4,IN1
1619,Synapse 4,4,AINL,BAGL,RIAR,AIN,BAG,RIA,Taxis,Taxis,Anterior,2,1,3,IN4,SN4,IN2
1620,Synapse 4,4,AQR,BAGL,RIAR,AQR,BAG,RIA,Avoidance,Taxis,Anterior,1,1,3,SN4,SN4,IN2
1621,Synapse 4,4,BAGL,RIAR,RMDVL,BAG,RIA,RMDV,Taxis,Anterior,Anterior,1,3,3,SN4,IN2,HMN
1622,Synapse 4,4,BAGL,RIAR,RMDDL,BAG,RIA,RMDD,Taxis,Anterior,Anterior,1,3,3,SN4,IN2,HMN
1623,Synapse 4,4,AQR,BAGL,AVER,AQR,BAG,AVE,Avoidance,Taxis,Anterior,1,1,3,SN4,SN4,IN1
1624,Synapse 4,4,RIH,RIBL,AVER,RIH,RIB,AVE,Anterior,Taxis,Anterior,3,3,3,IN4,IN2,IN1
1625,Synapse 4,4,CEPDL,ALML,AVER,CEPD,ALM,AVE,Sublateral,Avoidance,Anterior,1,1,3,SN1,SN3,IN1
1626,Synapse 4,4,CEPDL,URBL,AVER,CEPD,URB,AVE,Sublateral,Sublateral,Anterior,1,3,3,SN1,IN4,IN1
1627,Synapse 4,4,ALML,PVCL,AVER,ALM,PVC,AVE,Avoidance,Avoidance,Anterior,1,3,3,SN3,IN1,IN1
1628,Synapse 4,4,AQR,PVCL,AVER,AQR,PVC,AVE,Avoidance,Avoidance,Anterior,1,3,3,SN4,IN1,IN1
